product_id,product_name,category,cost_price,retail_price,supplier
PROD_963,Volt Bicycle Helmet,Sports & Outdoors,146.12,272.82,Apex Logistics
PROD_964,Apex Laptop Stand,Electronics,124.78,248.36,EcoGroup Wholesale
PROD_965,Luxe Blender,Home & Kitchen,145.42,237.77,PrimeRetail Corp
PROD_966,Volt USB-C Hub,Electronics,30.74,63.29,Apex Logistics
PROD_967,Terra Power Bank,Electronics,105.88,169.55,EcoGroup Wholesale
PROD_968,Volt Tablet Pen,Electronics,17.61,24.04,Global Distribution Inc.
PROD_969,Prime Power Bank,Electronics,89.96,130.5,Global Distribution Inc.
PROD_970,Terra Waterproof Jacket,Sports & Outdoors,68.06,135.15,Global Distribution Inc.
PROD_971,Nexa Hiking Backpack,Sports & Outdoors,46.15,90.65,EcoGroup Wholesale
PROD_972,Aero Power Bank,Electronics,70.07,145.67,EcoGroup Wholesale
PROD_973,Luxe Waterproof Jacket,Sports & Outdoors,48.66,67.04,PrimeRetail Corp
PROD_974,Aero USB-C Hub,Electronics,66.66,96.37,EcoGroup Wholesale
PROD_975,Luxe Camping Tent,Sports & Outdoors,30.33,46.81,PrimeRetail Corp
PROD_976,Eco Lip Balm,Beauty & Personal Care,65.08,93.66,PrimeRetail Corp
PROD_977,Volt Cotton T-Shirt,Apparel,93.58,173.89,Global Distribution Inc.
PROD_978,Volt Power Bank,Electronics,147.49,208.98,PrimeRetail Corp
PROD_979,Nexa Wireless Earbuds,Electronics,69.77,98.01,Global Distribution Inc.
PROD_980,Apex Shampoo,Beauty & Personal Care,120.1,188.67,EcoGroup Wholesale
PROD_981,Prime Camping Tent,Sports & Outdoors,111.62,244.48,Global Distribution Inc.
PROD_982,Volt Non-stick Pan,Home & Kitchen,118.71,166.45,PrimeRetail Corp
PROD_983,Terra Laptop Stand,Electronics,69.31,148.23,Global Distribution Inc.
PROD_984,Prime Woolen Socks,Apparel,103.54,154.53,EcoGroup Wholesale
PROD_985,Eco Running Shoes,Apparel,119.54,197.6,Apex Logistics
PROD_986,Apex Body Wash,Beauty & Personal Care,49.34,71.76,EcoGroup Wholesale
PROD_987,Luxe Shampoo,Beauty & Personal Care,85.57,138.12,Apex Logistics
PROD_988,Volt Bluetooth Speaker,Electronics,57.42,124.21,PrimeRetail Corp
PROD_989,Terra Leather Belt,Apparel,78.55,169.42,Apex Logistics
PROD_990,Eco Electric Toothbrush,Beauty & Personal Care,103.72,197.46,PrimeRetail Corp
PROD_991,Luxe Woolen Socks,Apparel,48.34,81.1,EcoGroup Wholesale
PROD_992,Volt Phone Charger,Electronics,109.75,239.26,EcoGroup Wholesale
PROD_993,Apex Canvas Backpack,Apparel,148.61,315.21,PrimeRetail Corp
PROD_994,Nexa Woolen Socks,Apparel,46.48,100.48,Global Distribution Inc.
PROD_995,Nexa Yoga Mat,Sports & Outdoors,76.81,142.39,EcoGroup Wholesale
PROD_996,Luxe Running Shoes,Apparel,109.97,241.84,Apex Logistics
PROD_997,Terra Silicone Spatula,Home & Kitchen,83.88,148.31,EcoGroup Wholesale
PROD_998,Terra Chef Knife,Home & Kitchen,132.75,279.61,Global Distribution Inc.
PROD_999,Volt Canvas Backpack,Apparel,66.9,110.5,Apex Logistics
PROD_1000,Apex Tablet Pen,Electronics,93.07,150.42,PrimeRetail Corp
